1.4981,0.0044009
1.7037,0.0052714
1.2439,0.0045742
2.3932,0.0087537
1.6443,0.0051805
2.6473,0.0094362
1.9198,0.0063771
2.8766,0.0095769
0.94484,0.0024071
2.0214,0.0067612
0.81646,0.0028906
2.039,0.0067181
2.11,0.0069514
0.21098,0.00067993
0.70351,0.0025479
0.54986,0.0022404
2.0351,0.0066783
2.3989,0.0084439
0.93017,0.0034446
2.4747,0.0078052
1.9841,0.0067533
0.0061138,6.7153e-05
1.8965,0.0060217
1.1303,0.0038677
2.8509,0.0091599
-0.031053,1.1511e-05
1.4886,0.0046245
1.336,0.0042435
1.3614,0.0046092
2.2239,0.0077016
0.8631,0.0032247
2.3272,0.0078474
1.3703,0.0047136
0.066421,0.00035763
0.62598,0.0017587
2.1355,0.0072176
1.5348,0.0047349
0.405,0.0015272
1.1206,0.0034112
1.7699,0.0060739
0.59289,0.0019175
2.3124,0.0073843
0.68715,0.0024285
2.7084,0.0091742
1.0075,0.0026906
2.3916,0.007655
0.52279,0.0018866
0.92739,0.002875
0.23733,0.00091113
1.7992,0.0057621
2.1917,0.0068336
1.4793,0.0054659
1.3801,0.0042573
2.0791,0.0064444
1.9476,0.0064762
2.2117,0.0067902
1.9229,0.0063579
2.7118,0.0094517
0.40746,0.0020893
2.0945,0.0070928
0.78005,0.0023623
0.38993,0.001194
1.8633,0.006073
1.2927,0.0045014
1.3906,0.0045873
1.822,0.0066194
2.2348,0.0077029
0.96877,0.0035022
2.038,0.0066201
1.2471,0.0041616
2.4102,0.0084193
2.4978,0.0083292
0.70034,0.0025644
1.7737,0.0061346
1.8332,0.0058225
1.6336,0.0054074
2.6497,0.0086994
0.88273,0.0026478
0.97225,0.0031807
0.41273,0.0011921
2.8878,0.0093983
2.0537,0.0064555
1.486,0.0047946
2.0592,0.0063932
1.6364,0.0054472
1.9371,0.0064731
1.8018,0.0054389
2.1122,0.0072105
1.5672,0.005225
3.0731,0.009937
0.67101,0.0021868
0.45789,0.001058
0.4325,0.001097
0.21993,0.00063591
1.136,0.0040458
1.4018,0.0044837
0.95919,0.0036582
2.315,0.007635
1.9645,0.006279
2.3372,0.0077198
